7720602TQ,Kỹ thuật hình ảnh y học,B00,24.7,NN >=7.8. DTB12 >=8.9. VA >=4.5. TTNV <=8
7720699TP,Khúc xạ nhãn khoa,B00,24.7,N1 >=8.8. DTB12 >=8.6. VA >=7. TTNV <=5
7720699TQ,Khúc xạ nhãn khoa,B00,24.9,N1 >=9.6. DTB12 >=8.7. VA >=7. TTNV <=6
7720701TP,Y tế công cộng,B00,23.15,NN >=7.4. DTB12 >=8.6. VA >=7. TTNV <=3
7720701TQ,Y tế công cộng,B00,21.35,NN >=6.2. DTB12 >=7.7. VA >=7.5. TTNV <=1
7860221,Chỉ huy tham mưu thông tin,A00,24.7,"Thí sinh nam miền Bắc, xét tuyển kết quả thi tốt nghiệp THPT. Thí sinh mức 24.7 điểm xét tiêu chí phụ 1 (điểm môn Toán >= 8.2). tiêu chí phụ 2 (điểm môn Lý >= 8). tiêu chí phụ 3 (điểm môn Hoá >= 8.5)"
7860221,Chỉ huy tham mưu thông tin,A01,24.7,"Thí sinh nam miền Bắc, xét tuyển kết quả thi tốt nghiệp THPT. Thí sinh mức 24.7 điểm xét tiêu chí phụ 1 (điểm môn Toán >= 8.2). tiêu chí phụ 2 (điểm môn Lý >= 8). tiêu chí phụ 3 (điểm môn Hoá >= 8.5)"
7860221,Chỉ huy tham mưu thông tin,A00,23.3,"Thí sinh nam miền Nam, xét tuyển kết quả thi tốt nghiệp THPT. Thí sinh mức 23.3 điểm xét điểm môn toán >= 8"
7860221,Chỉ huy tham mưu thông tin,A01,23.3,"Thí sinh nam miền Nam, xét tuyển kết quả thi tốt nghiệp THPT. Thí sinh mức 23.3 điểm xét điểm môn toán >= 8"
7860221,Chỉ huy tham mưu thông tin,A00,23.4,"Thí sinh nam miền Nam, xét điểm học bạ THPT"
7860221,Chỉ huy tham mưu thông tin,A01,23.4,"Thí sinh nam miền Nam, xét điểm học bạ THPT"
7860206,Chỉ huy tham mưu Tăng - Thiết giáp,A00,24.8,"Xét kết quả thi TN THPT, thí sinh nam miền Bắc. Thí sinh mức 24.8 điểm xét tiêu chí phụ 1 (điểm môn Toán >= 7.8), tiêu chí phụ 2 (điểm môn Lý >= 7.75)"
7860206,Chỉ huy tham mưu Tăng - Thiết giáp,A01,24.8,"Xét kết quả thi TN THPT, thí sinh nam miền Bắc. Thí sinh mức 24.8 điểm xét tiêu chí phụ 1 (điểm môn Toán >= 7.8), tiêu chí phụ 2 (điểm môn Lý >= 7.75)"
7860206,Chỉ huy tham mưu Tăng - Thiết giáp,A00,23.65,"Xét kết quả thi TN THPT, thí sinh nam miền Nam. Thí sinh mức 23.65 điểm xét điểm môn toán >=8"
7860206,Chỉ huy tham mưu Tăng - Thiết giáp,A01,23.65,"Xét kết quả thi TN THPT, thí sinh nam miền Nam. Thí sinh mức 23.65 điểm xét điểm môn toán >=8"
7860206,Chỉ huy tham mưu Tăng - Thiết giáp,A00,23.54,"Xét điểm học bạ THPT, thí sinh nam miền Nam"
7860206,Chỉ huy tham mưu Tăng - Thiết giáp,A01,23.54,"Xét điểm học bạ THPT, thí sinh nam miền Nam"
7140206,Giáo dục thể chất,T00,24,Thang điểm 40
7140206,Giáo dục thể chất,T04,24,Thang điểm 40
7140206,Giáo dục thể chất,T05,24,Thang điểm 40
7140206,Giáo dục thể chất,T06,24,Thang điểm 40
7140207,Huấn luyện thể thao,T00,24,Thang điểm 40
7140207,Huấn luyện thể thao,T04,24,Thang điểm 40
7140207,Huấn luyện thể thao,T05,24,Thang điểm 40
7140207,Huấn luyện thể thao,T06,24,Thang điểm 40
7729001,Y sinh học TDTT,T00,21,Thang điểm 40
7729001,Y sinh học TDTT,T03,21,Thang điểm 40
7729001,Y sinh học TDTT,T05,21,Thang điểm 40
7729001,Y sinh học TDTT,T06,21,Thang điểm 40
7810301,Quản lý TDTT,T00,21,Thang điểm 40
7810301,Quản lý TDTT,T03,21,Thang điểm 40
7810301,Quản lý TDTT,T05,21,Thang điểm 40
7810301,Quản lý TDTT,T06,21,Thang điểm 40
7140231D,Sư phạm Tiếng Anh,D01,27.25,Hệ đại trà
7140231D,Sư phạm Tiếng Anh,D96,27.25,Hệ đại trà
7210403D,Thiết kế đồ họa,V01,24.25,Hệ đại trà
